,Company,Ticker,Sector,Industry,No.Yrs,CCCSeq,DRIP DR,Fees SP,Price,Div.Yield,Current Dividend,Payouts/Year,Annualized,Qtly Sch,Previous Payout,Last Increased on:Ex-Div,Last Increased on:Pay,MR%Inc.,DGR 1-yr,DGR 3-yr,DGR 5-yr,DGR 10-yr,5/10 A/D*,Past 5yr DEG,&=MultiIncThisYrNotes,EPS %Payout,TTM P/E,FYE Month,TTM EPS,PEG,TTM P/Sales,MRQ P/Book,TTM ROE,TTM Growth,NY Growth,Past 5yr Growth,Est-5yr Growth,MktCap($Mil),Inside Own.,Debt/Equity,TweedFactor,Chowder Rule,+/-% vs.Graham,Estimated Div:2018,2019,2020,2021,2022,Est. Payback$,Est. Payback%,5-yr Beta,52-wk Low,52-wk High,50-day MMA,200-day MMA,OTC,StreakBegan,RecessionsSurvived,TTM ROA,1/3 A/D,updated,P/E
42,Donaldson Company,DCI,Industrials,Machinery,34,81,N,N,59.44,1.4131897711978465,0.21,4,0.84,B31,0.19,2019-06-12 00:00:00,2019-06-28 00:00:00,10.52631578947368,2.4390243902439046,5.764595423169894,4.626307095500715,12.997909322563839,0.3559270172372748,0.7584109992624123,2020 = Year 34,42.42424242424242,30.02020202020202,7,1.98,3.04,2.95,7.28,26,-8.7,18.360000000000003,6.1,10,7500,0.4,0.56,-23.980705153503457,6.039496866698562,211.66012164754852,0.8483999999999999,0.93324,1.026564,1.1292204000000001,1.2421424400000003,5.179566840000001,8.713941520861374,1.38,91.25,-2.45,5.17,19.08,,1987,3,11.1,0.4231041749158364,False,0
43,Dover Corp.,DOV,Industrials,Machinery,65,2,Y,N,116.49,1.69971671388102,0.495,4,1.98,C15,0.49,2020-08-28 00:00:00,2020-09-15 00:00:00,1.020408163265307,1.546391752577314,2.6750554478553568,3.734800395975846,8.224103447216557,0.4541285770474941,,,43.13725490196079,25.37908496732026,12,4.59,6.77,2.54,5.24,21.7,19.5,13.58,0,3.8,16960,0.4,0.97,-19.944567857463394,5.434517109856866,143.11534091981773,2.1670000000000003,2.3837000000000006,2.4742806000000006,2.5683032628000007,2.665898786786401,12.259182649586403,10.523806892940513,1.3,85.05,-10.67,-6.16,7.03,,1956,8,7.5,0.5780783922879378,False,0
44,Enterprise Bancorp Inc.,EBTC,Financials,Banks,29,102,N,-,25.34,2.920284135753749,0.185,4,0.74,C01,0.175,2021-02-05 00:00:00,2021-03-01 00:00:00,5.71428571428572,9.375,9.035543672952983,6.9610375725068785,5.755705033825231,1.2094152726031175,0.46406917150045857,,29.01960784313726,9.937254901960785,12,2.55,,2.12,0.95,9.8,17.599999999999998,,15,,302.68,2.9000000000000004,0.23,-0.0559331937001577,9.881321708260627,-35.22554633580801,0.77,0.7931,0.8168930000000001,0.8413997900000001,0.8666417837000001,4.0880345737,16.132733124309393,0.5,31.47,-24.13,-4.55,8.05,,1995,2,0.8,1.0375689985388645,False,0
45,Ecolab Inc.,ECL,Materials,Chemicals,29,100,N,N,204.51,0.9388293970954966,0.48,4,1.92,A16,0.47,2020-12-14 00:00:00,2021-01-15 00:00:00,2.1276595744680873,2.1739130434782483,8.300894742530796,7.328926012383752,11.73175386274039,0.624708470543364,1.1820848407070568,,50.79365079365079,54.1031746031746,12,3.78,6.6,4.84,10.02,-14.7,1.7999999999999998,31.730000000000004,6.2,8.450000000000001,60720,0.4,1.15,-45.83541919369535,8.267755409479248,390.8558555212221,1.91384,2.105224,2.2831154280000003,2.4760386816660005,2.6852639502667777,11.46348205993278,5.6053405994488195,1,64.13,-11.61,-5.92,0.31,,1993,2,-5.4,0.26188900243968893,False,0
46,Consolidated Edison,ED,Utilities,Multi-Utilities,47,49,N,Y,70.78,4.37976829612885,0.775,4,3.1,C15,0.765,2021-02-16 00:00:00,2021-03-15 00:00:00,1.3071895424836613,3.378378378378377,3.4993084871816738,3.3117256337923617,2.5449899701238676,1.3012725679351798,1.7430134914696642,,76.73267326732673,17.51980198019802,12,4.04,6.79,1.97,1.27,7.3999999999999995,-10.4,5.41,1.9,2.56,24130,0.1,1.24,-9.82830805027681,7.6914939299212115,-0.5567755174363365,3.0906000000000002,3.2578014600000005,3.341201177376001,3.4267359275168268,3.5144603672612575,16.630798932154086,23.49646642011032,0.15,14.11,-25.569999999999997,-2.76,-5.93,,1975,4,2.3,0.9654417124851165,False,0
47,Eagle Financial Services,EFSI,Financials,Banks,35,82,-,-,28.6,3.7762237762237763,0.27,4,1.08,B16,0.26,2021-02-05 00:00:00,2021-02-19 00:00:00,3.8461538461538494,4.0000000000000036,5.726427034643122,5.387395206178347,4.188173567226894,1.2863352293552368,,2020 = Year 34,,,12,,,,,,,,,,,,,,9.163618982402124,,1.0712000000000002,1.103336,1.1364360800000002,1.1705291624000003,1.2056450372720002,5.6871462796720005,19.885126852000003,,,,,,OTC,1987,3,,0.6985158416934738,False,0
48,Emerson Electric,EMR,Industrials,Electrical Equipment,64,7,N,N,79.35,2.545683679899181,0.505,4,2.02,C11,0.5,2020-11-12 00:00:00,2020-12-10 00:00:00,1.0000000000000009,1.7766497461928932,1.3665224874661819,1.241974025403736,4.034662077428974,0.3078260338955486,,,62.15384615384616,24.415384615384614,9,3.25,8.5,2.91,5.76,24.4,-12.8,12.91,-2.7,2.94,48800,0.5,0.89,-20.627726910081698,3.787657705302917,150.00676913912673,2.02505,2.227555,2.2930451170000006,2.3604606434398008,2.429858186356931,11.335968946796733,14.286035219655618,1.57,110.2,-7.07,-1.1400000000000001,16.8,,1958,8,9,1.300124778398029,False,0
49,Enbridge Inc.,ENB,Energy,"Oil, Gas & Consumable Fuels",25,139,N,N,33.6,7.75595238095238,0.6515,4,2.606,C01,0.61,2021-02-11 00:00:00,2021-03-01 00:00:00,6.803278688524587,8.914063910453152,9.020987999637287,10.426990220542764,11.34348510089438,0.919205176169416,0.7045263662528896,"@,Canada",338.4415584415584,43.63636363636364,12,0.77,7.59,2.13,1.51,3.3000000000000003,81.10000000000001,9.94,14.799999999999999,5.8500000000000005,69700,9.2,1.18,-25.453421034868498,18.182942601495142,71.12816391479366,2.6544100000000004,2.918258354,3.088976467709,3.269681591069977,3.4609579641475703,15.392284376926547,45.810370169424246,0.87,48.870000000000005,-22.13,2.55,7.39,,1997,2,1.2,0.9881471864070284,False,0
50,Erie Indemnity Company,ERIE,Financials,Insurance,31,91,-,-,243.1,1.7030028794734677,1.035,4,4.14,A23,0.965,2021-01-04 00:00:00,2021-01-20 00:00:00,7.25388601036269,7.222222222222219,7.237740719564356,7.2200586093194685,7.233037386354879,0.9982056256117389,0.5270115773225889,,83.29979879275655,48.91348088531187,12,4.97,4.95,4.57,10.31,24.7,9.9,4.49,13.700000000000001,10,11540,0.8,0.08,-39.99041939651893,8.923061488792936,373.4262762869399,4.24214,4.432612086,4.8758732946,5.36346062406,5.899806686466,24.813892691126,10.207277947809954,0.42,88.23,-6.93,1.51,15.43,,1991,2,14.099999999999998,0.9978558920603235,False,0
51,Essex Property Trust,ESS,Real Estate,Equity Real Estate Investment Trusts (REITs),26,127,N,Y,239.61,3.4681357205458867,2.0775,4,8.31,A16,1.95,2020-03-30 00:00:00,2020-04-15 00:00:00,6.538461538461547,6.128404669260701,6.104014059035001,7.802774830427217,7.08284305393625,1.1016444626837905,0.29555965266769757,,91.01861993428258,26.244249726177436,12,9.13,3.38,10.59,2.61,9.700000000000001,12.8,-49.65,26.400000000000002,7.9,15980,0.1,1.09,-14.973339175204332,11.270910550973104,74.48016988290054,9.00075,9.0907575,9.8089273425,10.5838326025575,11.419955378159543,49.90422282321704,20.827270490888125,0.77,36.29,-27.33,-1.35,3.9699999999999998,,1995,2,4.6,1.0039958312660826,False,0
52,Eaton Vance Corp.,EV,Financials,Capital Markets,40,66,-,-,67.14,2.234137622877569,0.375,4,1.5,B15,0.35,2019-10-30 00:00:00,2019-11-15 00:00:00,7.1428571428571495,5.263157894736836,9.260824362327934,8.124731835079423,8.55622496420565,0.9495696839515851,,2020 = Year 40,123.96694214876034,55.48760330578513,10,1.21,10.13,4.54,5.71,10.8,-65.8,11.63,-9,5.56,7860,3.5999999999999996,1.72,-45.12873384782814,10.358869457956992,275.2535231167994,1.5150000000000001,1.6665000000000003,1.7591574000000005,1.8569665514400007,1.9602138917000649,8.757837843140067,13.044143346946777,1.19,203.25000000000003,-8.42,0.05,44.68,,1982,3,3.3000000000000003,0.5683249880158415,False,0
53,Expeditors International,EXPD,Industrials,Air Freight & Logistics,26,128,-,-,89.52,1.161751563896336,0.52,2,1.04,JnDe,0.5,2020-05-29 00:00:00,2020-06-15 00:00:00,4.0000000000000036,4.0000000000000036,7.3786693294802586,7.631692251481081,10.026509310601806,0.7611514650878048,0.6307183678909984,,28.03234501347709,24.129380053908356,12,3.71,2.95,1.76,6.25,28.599999999999998,-5.4,1.18,12.1,8.49,15790,0.2,0.0,-15.33593623853094,8.793443815377417,158.89390820430864,1.0504,1.06279472,1.1530259917280001,1.2509178984257072,1.3571208280020497,5.874259438155757,6.561952008663714,0.75,70.35,-7.9399999999999995,-3,5.64,,1995,2,16.5,0.5421031654066217,False,0
54,Franklin Electric Co.,FELE,Industrials,Machinery,29,101,-,-,69.42,1.0083549409392105,0.175,4,0.7,B17,0.155,2021-02-03 00:00:00,2021-02-18 00:00:00,12.903225806451607,6.896551724137945,13.63749685081146,10.14176964552085,9.184614636949728,1.1042128653629608,1.3705094115568717,,35.175879396984925,34.88442211055276,12,1.99,2.63,2.56,3.99,11.799999999999999,-9.6,15.53,7.3999999999999995,13.4,3200,0.6,0.12,-23.734297524092703,11.150124586460059,148.72014100734498,0.6262,0.68882,0.7577020000000001,0.8334722000000002,0.9168194200000003,3.8230136200000007,5.507078104292712,1.01,68.28999999999999,-7.85,-1.23,17.04,,1993,2,7.9,0.5057051011328069,False,0
55,First Farmers Financial Corp.,FFMR,Financials,Banks,31,269,-,-,42.5,3.1058823529411765,0.33,4,1.32,A13,0.32,2020-12-30 00:00:00,2021-01-15 00:00:00,3.1250000000000027,8.47457627118644,24.082839226414187,16.952853017683633,15.613585876251502,1.0857757565780695,,,,,12,,,,,,,,,,,,,,20.05873537062481,,1.3184,1.357952,1.3986905600000001,1.4406512768000002,1.483870815104,6.9995646519040005,16.46956388683294,,,,,,OTC,2008,1,,0.3518927395359381,False,0
56,First of Long Island Corp.,FLIC,Financials,Banks,25,138,N,N,16.73,4.542737597130903,0.19,4,0.76,A20,0.18,2020-10-09 00:00:00,2020-10-22 00:00:00,5.555555555555561,5.797101449275366,8.596543272800483,7.2962833889436585,7.193673067060802,1.0142639679237997,0.8386532630969723,,45.78313253012048,10.078313253012048,12,1.66,1.47,2.94,1.03,10.299999999999999,2.7,-4.42,8.7,7.000000000000001,399.88,3.2,0.69,1.7607077330625138,11.839020986074562,-32.0763086639707,0.7497099999999999,0.7572070999999999,0.810211597,0.86692640879,0.9276112574053001,4.1116663631953,24.576607072297072,0.54,37.64,-29.9,-6.38,4.5,,1997,2,1,0.6743526165473315,False,0
57,Farmers & Merchants Bancorp,FMCB,Financials,Banks,58,15,-,-,765,1.9607843137254901,7.5,2,15,JaJl,7.25,2020-12-08 00:00:00,2021-01-02 00:00:00,3.4482758620689653,1.4084507042253502,2.0487600814240725,2.3836255539609663,2.49932301052076,0.9537084818277703,,,,,12,,,,,,,,,,,,,,4.344409867686457,,14.832,15.27696,15.735268800000002,16.207326864000002,16.693546669920003,78.74510233392002,10.29347742927059,,,,,,OTC,1964,6,,0.6874649291518558,False,0
58,Federal Realty Inv. Trust,FRT,Real Estate,Equity Real Estate Investment Trusts (REITs),53,23,N,N,87.56,4.842393787117405,1.06,4,4.24,A16,1.05,2020-09-21 00:00:00,2020-10-15 00:00:00,0.9523809523809532,2.4330900243308973,2.2339854134328485,3.4691183578864804,4.7378421589408415,0.7322148441226273,0.24091099707545005,,181.97424892703864,37.5793991416309,12,2.33,5.62,7.61,3.05,7.7,53,62.629999999999995,14.399999999999999,6.7,6510,0.1,2.09,-29.267886996627016,8.311512145003885,125.70104847093076,4.631,5.094100000000001,5.435404700000001,5.799576814900001,6.188148461498301,27.148229976398305,31.00528777569473,1.14,36.58,-32.33,-0.8500000000000001,7.2700000000000005,,1968,6,2.3,1.0891252958505646,False,0
59,H.B. Fuller Company,FUL,Materials,Chemicals,51,27,Y,Y,50.89,1.2772646885439183,0.1625,4,0.65,B10,0.16,2020-04-15 00:00:00,2020-04-30 00:00:00,1.5625000000000013,1.9685039370078705,3.148421682513236,4.889959888565776,8.842291989017026,0.5530194993152878,0.23285523278884646,,29.54545454545454,23.13181818181818,11,2.2,2.93,0.99,2.05,9.3,-38.7,24.2,21,8.01,2710,0.6,1.42,-16.964593604708483,6.167224577109694,45.17457272420871,0.653975,0.7193725000000001,0.7769942372500002,0.8392314756537252,0.9064539168535887,3.896027129757314,7.655781351458664,1.78,114.91,-11.77,-4.130000000000001,9.94,,1970,6,2.9000000000000004,0.6252351608239806,False,0
60,General Dynamics,GD,Industrials,Aerospace & Defense,29,94,-,-,146.68,2.9997272975184073,1.1,4,4.4,B11,1.02,2020-04-08 00:00:00,2020-05-08 00:00:00,7.843137254901968,8.270676691729317,9.614994827445656,9.937610511293936,10.170162465407051,0.9771338997873318,1.1165854507071837,,39.92740471869329,13.310344827586208,12,11.02,6.43,1.12,2.93,23,6.7,2.59,8.9,2.12,42690,0.4,0.91,-0.37300701877386366,12.937337808812345,31.654953647492402,4.60944,4.7288244960000005,4.829075575315201,4.931451977511884,5.035998759435136,24.134790808262224,16.454043365327394,1.04,45.879999999999995,-22.830000000000002,-3.1199999999999997,0.37,,1992,2,6.3,0.8601852460826052,False,0
61,Genuine Parts Co.,GPC,Consumer Discretionary,Distributors,64,4,N,N,93.88,3.365999147848317,0.79,4,3.16,A02,0.7625,2020-03-05 00:00:00,2020-04-01 00:00:00,3.606557377049191,4.156275976724855,5.305353335700103,5.296792650025495,6.750605613287797,0.784639623976753,,,10533.333333333334,3129.3333333333335,12,0.03,,0.83,4.64,-5.8999999999999995,-22.900000000000002,10.79,-1.5,-1.0999999999999999,14070,0.1,0.96,-3120.6705415354595,8.662791797873812,2440.3505153306583,3.1638249999999997,3.4802075,3.515009575,3.5501596707500003,3.5856612674575,17.2948630132075,18.422308279939816,1.09,88.97,-13.51,-5.75,1.94,,1957,8,-1.4000000000000001,0.7834117190191605,False,0
62,Gorman-Rupp Company,GRC,Industrials,Machinery,48,43,N,N,31.5,1.9682539682539684,0.155,4,0.62,C08,0.145,2020-11-12 00:00:00,2020-12-10 00:00:00,6.896551724137938,7.272727272727253,7.874315066012949,7.815052245448206,8.178828673315785,0.9555221850954729,,,60.78431372549019,30.88235294117647,12,1.02,2.05,2.22,2.57,8.6,-9,36.28,-0.1,15,799.4,0.1,0.0,-21.099046727474295,9.783306213702176,87.81509471797406,0.5959,0.65549,0.7210390000000001,0.7931429000000002,0.8724571900000003,3.6380290900000007,11.5492986984127,0.53,46.58,-17.5,-5.63,-0.36,,1974,4,6.9,0.923601254427542,False,0
63,W.W. Grainger Inc.,GWW,Industrials,Trading Companies & Distributors,49,34,-,-,364.39,1.6795191964653258,1.53,4,6.12,C01,1.44,2020-08-07 00:00:00,2020-09-01 00:00:00,6.250000000000005,4.577464788732399,5.490166075087788,5.291848906511043,11.063744355591654,0.478305421422407,0.8399760169065148,,52.307692307692314,31.144444444444446,12,11.7,5.48,1.7,9.35,32.6,12.1,12.68,6.3,5.800000000000001,19840,0.3,1.13,-24.173076341468075,6.971368102976369,259.753344857004,6.534000000000001,7.187400000000001,7.604269200000002,8.045316813600003,8.511945188788804,37.88293120238881,10.396259832154781,1.15,81.64,-14.84,-9.56,3.9699999999999998,,1972,5,9.3,0.8337570714851655,False,0
64,Hormel Foods Corp.,HRL,Consumer Staples,Food Products,54,18,N,N,46.86,2.0913358941527957,0.245,4,0.98,B15,0.2325,2021-01-08 00:00:00,2021-02-16 00:00:00,5.376344086021498,10.71428571428572,11.000434455013796,13.214639717455645,16.044981968467063,0.8235995368163179,2.4026617668101173,,59.036144578313255,28.228915662650603,10,1.66,7.13,2.69,4.03,14.6,-7.5,6.11,5.5,4.05,25800,0.2,0.2,-12.922940051042163,15.30597561160844,124.8580096371752,0.9393,0.9966912299999999,1.0370572248149998,1.0790580424200074,1.1227598931380176,5.174866390373024,11.043248805746957,-0.06,20.119999999999997,-11.53,-0.53,-3.7699999999999996,,1967,6,10,0.97398750550278,False,0
65,International Business Machines,IBM,Information Technology,IT Services,25,136,Y,Y,119.11,5.473931659810259,1.63,4,6.52,C09,1.62,2020-05-07 00:00:00,2020-06-10 00:00:00,0.6172839506172707,1.244167962674969,3.3339408262687886,5.419802160401455,10.043424758486164,0.53963685602583,,,104.15335463258786,19.027156549520768,12,6.26,3.15,1.61,5.05,38.2,-8.6,9.030000000000001,-7.199999999999999,6.09,118760,0.1,3.08,-8.133422729309054,10.893733820211715,106.65283886544267,6.5751,7.16883153,7.605413370177,8.068583044420778,8.559959751826003,37.97788769642378,31.884718072725864,1.24,31.53,-24.97,-4.2700000000000005,-2.8000000000000003,,1996,2,5.1,0.3731823771051724,False,0
66,Illinois Tool Works,ITW,Industrials,Machinery,46,51,N,N,194.21,2.3479738427475407,1.14,4,4.56,A10,1.07,2020-09-29 00:00:00,2020-10-14 00:00:00,6.542056074766339,6.87960687960687,16.799828019353356,16.75486230764811,13.101549178522598,1.2788458890887804,1.5806473875139728,,69.19575113808801,29.470409711684372,12,6.59,9,4.98,23.16,81.39999999999999,1.7999999999999998,20.080000000000002,10.6,3.32,62560,0.2,2.95,-10.367573561288719,19.102836150395653,450.77105101146253,4.4283,4.871130000000001,5.032851516,5.199942186331199,5.372580266917395,24.904803969248597,12.823646552313782,1.09,67.51,-13.569999999999999,-5.3100000000000005,2.6100000000000003,,1975,4,14.399999999999999,0.40950460157577695,False,0
67,Jack Henry & Associates,JKHY,Information Technology,IT Services,30,92,N,-,144.79,1.1879273430485533,0.43,4,1.72,C16,0.4,2020-02-28 00:00:00,2020-03-19 00:00:00,7.499999999999993,7.499999999999996,11.524149667113504,11.456573996486764,16.298599543856508,0.7029176933674116,1.380310120058646,FY Streak,44.2159383033419,37.22107969151671,6,3.89,3.55,6.71,7.37,19.6,9.700000000000001,16.84,8.3,10.8,11480,0.4,0.0,-24.57657835198139,12.644501339535317,249.1700364683711,1.8868399999999999,2.075524,2.2830764000000006,2.5113840400000007,2.762522444000001,11.519346884,7.955899498584157,0.54,17.11,-27.96,-8.41,-13.87,,1991,2,13,0.6508072366851296,False,0
68,Johnson & Johnson,JNJ,Health Care,Pharmaceuticals,58,11,N,N,163.13,2.476552442837001,1.01,4,4.04,C12,0.95,2020-05-22 00:00:00,2020-06-09 00:00:00,6.315789473684216,6.133333333333324,6.230280800129262,6.172540970636375,6.551621130551832,0.9421394869511437,,,64.64,26.1008,12,6.25,6.29,5.45,6.91,27.400000000000002,0.5,12.36,-0.2,4.3,440370,0.08,0.59,-17.451706586526623,8.649093413473377,183.12268875681593,3.9998999999999993,4.399889999999999,4.589085269999999,4.786415936609998,4.992231821884228,22.767523028494224,13.95667444890224,0.73,49.44,-6.0600000000000005,5.67,9.6,,1963,6,10.6,0.9844393102163346,False,0
69,John Wiley & Sons Inc.,JW-A,Communication Services,Media,27,115,-,-,45.61,3.0037272527954397,0.3425,4,1.37,A19,0.34,2020-07-06 00:00:00,2020-07-22 00:00:00,0.7352941176470594,1.8656716417910335,2.7040024624839676,2.955636723032895,8.56707570476356,0.34499948697657346,,Also Class B,,,4,-0.69,,1.36,2.52,-3.6999999999999997,-145.4,5.1499999999999995,-19.6,2.6,2540,0.2,0.82,,5.959363975828335,,1.37865,1.449650475,1.48734138735,1.5260122634211002,1.5656885822700488,7.407342708041149,16.240611067838522,0.78,52.03,-8.73,6.54,23.07,,1994,2,-1.2,0.689966694807363,False,0
70,Kimberly-Clark Corp.,KMB,Consumer Staples,Household Products,49,40,Y,N,132.1,3.451930355791067,1.14,4,4.56,A03,1.07,2021-03-04 00:00:00,2021-04-05 00:00:00,6.542056074766339,3.6674816625916984,3.4480624493328227,4.029694359974445,5.539832399508948,0.7274036594196672,0.41119330203820864,,66.27906976744185,19.200581395348838,12,6.88,3.18,2.41,137.92,,42.9,1.44,9.8,6.17,45560,0.33999999999999997,25.07,-11.718956679583325,7.481624715765513,984.8746340366832,4.664000000000001,4.7311616,5.0230742707200005,5.332997953223425,5.6620439269373115,25.413277750880738,19.237908971143632,0.53,19.37,-17.52,-2.6599999999999997,-7.21,,1973,5,14.799999999999999,1.0636355102272965,False,0
71,Coca-Cola Company,KO,Consumer Staples,Beverages,58,10,Y,Y,48.15,3.4060228452751815,0.41,4,1.64,A02,0.4,2020-03-13 00:00:00,2020-04-01 00:00:00,2.4999999999999885,2.499999999999991,3.4810223898952275,4.436902690230249,6.423152010676558,0.690767193872297,0.8371514509868394,,84.97409326424871,24.94818652849741,12,1.93,11.68,6.37,11.35,45.5,38,10.91,5.3,2.18,213220,0.7000000000000001,2.84,-17.10526099299198,7.84292553550543,254.75307036393988,1.804,1.9844000000000002,2.02765992,2.0718629062560003,2.1170295176123815,10.004952343868382,20.77871722506414,0.58,32.75,-19.919999999999998,-7.33,-1.4200000000000002,,1963,6,9,0.7181798104077224,False,0
72,Lancaster Colony Corp.,LANC,Consumer Staples,Food Products,58,13,N,N,174.58,1.7184098980410127,0.75,4,3,C29,0.7,2020-12-04 00:00:00,2020-12-31 00:00:00,7.1428571428571495,7.547169811320753,8.198385552319753,8.67694014872935,8.76620479506036,0.9898171844694629,1.4461566914548918,,61.98347107438017,36.0702479338843,6,4.84,12.16,3.61,6.05,,-8.9,15.5,6,3,4860,2,0.0,-25.67489788711394,10.395350046770364,211.4303917232371,2.8785000000000003,3.1663500000000004,3.2613405000000006,3.359180715000001,3.459956136450001,16.125327351450004,9.236640709961051,0.18,52.410000000000004,-5.62,-0.08,5.66,,1964,6,,0.9205678073026541,False,0
73,Lincoln Electric Holdings,LECO,Industrials,Machinery,26,132,N,N,114.5,1.7816593886462881,0.51,4,2.04,A12,0.49,2020-12-30 00:00:00,2021-01-15 00:00:00,4.081632653061228,4.255319148936176,11.868894208139679,11.060497971884509,13.346158167069744,0.8287402137324534,1.3825622464855636,,60.534124629080125,33.97626112759644,12,3.37,5.27,2.53,9.82,28.7,6.9,20.94,8,6.6000000000000005,6830,1.0999999999999999,1.01,-21.13410376706564,12.842157360530797,285.08116562788683,2.09524,2.304764,2.456878424,2.6190323999840004,2.7918885383829446,12.267803362366944,10.714238744425279,1.18,93.10000000000001,-8.58,-3.02,18.060000000000002,,1996,2,9,0.3585270097038932,False,0
74,Leggett & Platt Inc.,LEG,Consumer Discretionary,Household Durables,49,38,-,-,41,3.902439024390244,0.4,4,1.6,A14,0.38,2019-06-13 00:00:00,2019-07-15 00:00:00,5.263157894736847,2.564102564102577,4.551591714942038,5.061112176150684,4.30210380321947,1.1764272569070071,0.5217641418712045,2020 = Year 49,94.11764705882354,24.11764705882353,12,1.7,4.79,1.34,4.43,18.3,9.6,26.96,9.700000000000001,5.2,5670,1.4000000000000001,1.51,-15.154095858282602,8.963551200540927,117.91045711544324,1.7536000000000003,1.9289600000000005,2.0292659200000007,2.134787747840001,2.245796710727681,10.092410378567683,24.615635069677275,1.47,86.11,-18.65,-4.9399999999999995,5.3,,1972,5,4.9,0.5633419525932215,False,0
